X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.007981542288363,47.187109175399101,845,4210,47.187115,-122.007996,17801,Puget Sound Educational Service District 121,17216,Enumclaw School District,Enumclaw Middle School,6,8,550 Semanski Street, ,Enumclaw,Washington,98022-2067,Jill  Barrett,jill_barrett@enumclaw.wednet.edu,360.802.7151," Public School, Regular School",P,Middle School,Public
-122.232673386676552,47.719907168422239,846,1800,47.719913,-122.232688,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Environmental & Adventure School,6,8,8040 NE 132nd, ,Kirkland,Washington,98034-2522,Victor   Scarpelli,vscarpelli@lwsd.org,425.936.2355," Alternative School, Public School",A,Middle School,Public
-119.551425938985417,47.325950918341313,847,2920,47.325957,-119.55144,04801,North Central Educational Service District 171,13165,Ephrata School District,Ephrata High School,9,12,333 4TH AVE NW, ,EPHRATA,Washington,98823-0000,Aaron  Cummings,acummings@ephrataschools.org,509.754.5285," Public School, Regular School",P,High School,Public
-119.549962942336364,47.314124919047131,848,3373,47.314131,-119.549977,04801,North Central Educational Service District 171,13165,Ephrata School District,Ephrata Middle School,7,8,"384 ""A"" SE", ,EPHRATA,Washington,98823-0000,Ken  Murray,kmurray@ephrataschools.org,509.754.4659," Public School, Regular School",P,Middle School,Public
-122.614983342727527,47.633099212669151,849,4015,47.633105,-122.614998,18801,Olympic Educational Service District 114,18401,Central Kitsap School District,Esquire Hills Elementary,PK,5,2650 NE John Carlson Rd, ,BREMERTON,Washington,98311,Susan  Zetty,susanz@cksd.wednet.edu,360.662.8600," Public School, Regular School",P,Elementary School,Public
-122.938685528443798,46.539409305419277,850,2355,46.539415,-122.9387,34801,Capital Region ESD 113,21036,Evaline School District,Evaline Elementary School,K,6,111 SCHOOLHOUSE RD, ,WINLOCK,Washington,98596-9718,Annie  Robinson,arobinson@evalinesd.k12.wa.us,360.785.3460," Public School, Regular School",P,Elementary School,Public
-122.209233328367901,47.985276151966744,851,2126,47.985282,-122.209248,29801,Northwest Educational Service District 189,31002,Everett School District,Everett High School,9,12,2416 Colby Ave., ,Everett,Washington,98201-2993,Lance  Balla,LBalla@everettsd.org,425.385.4400," Public School, Regular School",P,High School,Public
-122.411730493913566,47.101535221422203,852,4099,47.101541,-122.411745,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Evergreen Elementary,K,5,1311  172nd St E, ,Spanaway,Washington,98387-5916,Jamie  Burnett,jburnett@bethelsd.org,253.683.8200," Public School, Regular School",P,Elementary School,Public
-122.560532466560957,47.114585235768551,853,4396,47.114591,-122.560547,17801,Puget Sound Educational Service District 121,27400,Clover Park School District,Evergreen Elementary School,PK,5,9020 Blaine Ave, ,JBLM Lewis Main,Washington,98433-1570,Diana  Dix,ddix@cloverpark.k12.wa.us,253.583.5250," Public School, Regular School",P,Elementary School,Public
-117.415071248523404,47.735188676972442,854,3414,47.735195,-117.415085,32801,Educational Service District 101,32354,Mead School District,Evergreen Elementary School,K,6,215 W EDDY, ,SPOKANE,Washington,99208-5908,Michael  Danford,michael.danford@mead354.org,509.465.6400," Public School, Regular School",P,Elementary School,Public
-122.771590405243813,47.240540249826829,855,3055,47.240546,-122.771605,17801,Puget Sound Educational Service District 121,27401,Peninsula School District,Evergreen Elementary,PK,5,1820 Key Peninsula Hwy KPS, ,Lakebay,Washington,98349-9344,Hugh  Maxwell,maxwellh@psd401.net,253.530.1300," Public School, Regular School",P,Elementary School,Public
-122.220699201764006,48.513501124694372,856,3942,48.513507,-122.220714,29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,Evergreen Elementary School,K,6,1007 McGarigle Road, ,Sedro-Woolley,Washington,98284-0000,Brian  Isakson,bisakson@swsd.k12.wa.us,360.855.3545," Public School, Regular School",P,Elementary School,Public
-123.109729355386932,47.215143285793516,857,2745,47.215149,-123.109744,34801,Capital Region ESD 113,23309,Shelton School District,Evergreen Elementary School,PK,5,900 W. Franklin St., ,Shelton,Washington,98584-2551,Kent  Nixon,knixon@sheltonschools.org,360.426.8281," Public School, Regular School",P,Elementary School,Public
-122.759476454896685,47.019582260693099,858,4058,47.019588,-122.759491,34801,Capital Region ESD 113,34003,North Thurston Public Schools,Evergreen Forest Elementary,K,5,3025 Marvin Rd SE, ,Lacey,Washington,98503-4255,Stephanie  Hollinger,shollinger@nthurston.k12.wa.us,360.412.4670," Public School, Regular School",P,Elementary School,Public
-122.525800779413359,45.636707317541969,859,2724,45.636713,-122.525815,06801,Educational Service District 112,06114,Evergreen School District (Clark),Evergreen High School,9,12,14300 NE 18th Street, ,Vancouver,Washington,98684-7807,Danny  Orrantia,Danny.Orrantia@evergreenps.org,360.604.3700," Public School, Regular School",P,High School,Public
-122.263942471401322,47.319370193861097,860,3745,47.319376,-122.263957,17801,Puget Sound Educational Service District 121,17408,Auburn School District,Evergreen Heights Elementary,K,5,5602 S 316TH ST, ,AUBURN,Washington,98001-3822,Anne   Gayman,agayman@auburn.wednet.edu,253.931.4974," Public School, Regular School",P,Elementary School,Public
-122.060701426266249,47.667590153647524,861,4148,47.667596,-122.060716,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Evergreen Middle School,6,8,6900 208th AVE NE, ,Redmond,Washington,98053-4715,Kristian  Dahl,kdahl@lwsd.org,425.936.2320," Public School, Regular School",P,Middle School,Public
-117.213098544397724,47.643081315997136,862,3890,47.643087653,-117.213112237,32801,Educational Service District 101,32356,Central Valley School District,Evergreen Middle School,6,8,10304 E 9th Ave, ,Spokane Valley,Washington,99206-3574,John  Parker,jparker@cvsd.org,509.558.3717," Public School, Regular School",P,Middle School,Public
-122.226614339329785,47.92674115638048,863,3253,47.926747,-122.226629,29801,Northwest Educational Service District 189,31002,Everett School District,Evergreen Middle School,6,8,7621 Beverly Ln., ,Everett,Washington,98203-6498,Michele  Waddel,mwaddel@everettsd.org,425.385.5700," Public School, Regular School",P,Middle School,Public
-122.532662448740311,47.219084226963737,864,4447,47.21909,-122.532677,17801,Puget Sound Educational Service District 121,27083,University Place School District,Evergreen Primary,PK,4,7102 40TH ST W, ,UNIVERSITY PLACE,Washington,98466-0000,Cliff  Schlattmann,cschlattmann@upsd83.org,253.566.5680," Public School, Regular School",P,Elementary School,Public
-118.139043980948159,48.309396710464561,865,3197,48.309403,-118.139058,32801,Educational Service District 101,33205,Evergreen School District (Stevens),Evergreen School,K,6,3342 Addy-Gifford Rd, ,Gifford,Washington,99131-9701,Windy  Esvelt, ,(509) 722-6384," Public School, Regular School",P,Elementary School,Public
-122.360165082149891,48.90969411979264,866,4428,48.9097,-122.36018,29801,Northwest Educational Service District 189,37506,Nooksack Valley School District,Everson Elementary,PK,5,216 Everson Goshen Rd., ,Everson,Washington,98247-0000,Kevin  DeVere,kevin.devere@nv.k12.wa.us,(360) 966-2030," Public School, Regular School",P,Elementary School,Public
-122.247694339723566,47.912173159832939,867,4231,47.912179,-122.247709,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Explorer Middle School,6,8,9600 Sharon Drive, ,Everett,Washington,98204,Kendrah A Larson,LarsonKA@mukilteo.wednet.edu,425.366.5000," Public School, Regular School",P,Middle School,Public
-122.503178105989477,48.714631144917632,868,2066,48.714637,-122.503193,29801,Northwest Educational Service District 189,37501,Bellingham School District,Fairhaven Middle School,6,8,110 Park Ridge Rd, ,Bellingham,Washington,98225-7907,Steven  Ruthford,steven.ruthford@bellinghamschools.org,360.676.6450," Public School, Regular School",P,Middle School,Public
-122.269158339504344,47.894502163035618,869,2886,47.894508,-122.269173,29801,Northwest Educational Service District 189,31006,Mukilteo School District,Fairmount Elementary,K,5,11401 Beverly Park Rd, ,Everett,Washington,98204,Janelle C Phinney,PhinneyJC@Mukilteo.wednet.edu,425.366.2900," Public School, Regular School",P,Elementary School,Public
-122.651364335403258,47.636843216652018,870,3791,47.636849,-122.651379,18801,Olympic Educational Service District 114,18401,Central Kitsap School District,Fairview Middle School,6,8,8107 Cetnral Valley Rd NW, ,BREMERTON,Washington,98310,Iva  Scott,ivas@ckschools.org,360.662.2600," Public School, Regular School",P,Middle School,Public
-122.141630461388104,47.453813173908905,871,3678,47.453819,-122.141645,17801,Puget Sound Educational Service District 121,17415,Kent School District,Fairwood Elementary School,PK,6,16600 148th Ave SE, ,Renton,Washington,98058-8267,Patricia  Hoyle,patricia.hoyle@kent.k12.wa.us,(253) 373-7491," Public School, Regular School",P,Elementary School,Public
-121.896131475976873,47.569585141950228,872,2222,47.569591,-121.896146,17801,Puget Sound Educational Service District 121,17410,Snoqualmie Valley School District,Fall City Elementary,K,5,Box 220, ,Fall City,Washington,98024-0000,Katelyn T Long,longkt@svsd410.org,425.831.4000," Public School, Regular School",P,Elementary School,Public
-117.380404246079863,47.775726670601941,873,3759,47.775733,-117.380418,32801,Educational Service District 101,32354,Mead School District,Farwell Elementary School,K,6,13005 N CRESTLINE, ,SPOKANE,Washington,99208-9598,BARB  PYBUS,barb.pybus@mead354.org,509.465.6500," Public School, Regular School",P,Elementary School,Public
-122.429947469479671,47.202246216939514,874,2772,47.202252,-122.429962,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Fawcett,K,5,126 E 60th St, ,Tacoma,Washington,98404-0000,Christian  Jordan,cjordan@tacoma.k12.wa.us,253.571.4700," Public School, Regular School",P,Elementary School,Public
-122.314002460811835,47.32768219813061,875,2417,47.327688,-122.314017,17801,Puget Sound Educational Service District 121,17210,Federal Way School District,Federal Way High School,9,12,30611 16TH AV S, ,FEDERAL WAY,Washington,98003-4126,Matt  Oberst,moberst@fwps.org,253.945.5400," Public School, Regular School",P,High School,Public
-122.698849737694246,45.708499329828356,876,4075,45.708505,-122.698864,06801,Educational Service District 112,06037,Vancouver School District,Felida Elementary School,K,5,2700 NW 119TH ST, ,VANCOUVER,Washington,98685-3699,Kris Michelle Janati,Kris.Janati@vansd.org,360.313.1750," Public School, Regular School",P,Elementary School,Public
-122.442331471869679,47.179756219714058,877,2167,47.179762,-122.442346,17801,Puget Sound Educational Service District 121,27010,Tacoma School District,Fern Hill,PK,5,8442 S Park Ave, ,Tacoma,Washington,98444-0000,Mary  Wilson,mwilson@tacoma.k12.wa.us,253.571.3888," Public School, Regular School",P,Elementary School,Public
-122.59306005729502,48.852718147641866,878,2488,48.852724,-122.593075,29801,Northwest Educational Service District 189,37502,Ferndale School District,Ferndale High School,9,12,P.O. Box 428, ,Ferndale,Washington,98248-0428,Jeremy  Vincent,jeremy.vincent@ferndalesd.org,360.383.9243," Public School, Regular School",P,High School,Public
-122.178959372723085,47.820038157880177,879,4306,47.820044,-122.178974,17801,Puget Sound Educational Service District 121,17417,Northshore School District,Fernwood Elementary,PK,5,3933 Jewell RD, ,Bothell,Washington,98012-7331,Kate  Bradshaw,kbradshaw@nsd.org,425.408.4500," Public School, Regular School",P,Elementary School,Public
-117.365333283117025,47.619717680475148,880,3412,47.619724,-117.365347,32801,Educational Service District 101,32081,Spokane School District,Ferris High School,9,12,3020 E 37Th Ave, ,Spokane,Washington,99223-4598,Ken  Schutz,KenS@SpokaneSchools.org,509.354.6000," Public School, Regular School",P,High School,Public
-122.270644504463945,47.160590203218689,881,4183,47.160596,-122.270659,17801,Puget Sound Educational Service District 121,27003,Puyallup School District,Ferrucci Jr High,7,9,3213 Wildwood Pk Dr, ,Puyallup,Washington,98374-1351,Brian  Fosnick,FosnicBJ@puyallup.k12.wa.us,253.841.8756," Public School, Regular School",P,Jr High,Public
-122.582653157740054,48.446433167311653,882,3182,48.446439,-122.582668,29801,Northwest Educational Service District 189,29103,Anacortes School District,Fidalgo Elementary,K,5,13590 Gibralter Road, ,Anacortes,Washington,98221-9699,Tara  Dowd,tdowd@asd103.org,360.293.9545," Public School, Regular School",P,Elementary School,Public
-122.353937473135943,47.238582207360714,883,2773,47.238588,-122.353952,17801,Puget Sound Educational Service District 121,27417,Fife School District,Fife High School,10,12,5616 20th St E, ,Tacoma,Washington,98424-2026,Brandon  Bakke,bbakke@fifeschools.com,253.517.1100," Public School, Regular School",P,High School,Public
-117.45317725046641,47.692213683915142,884,2312,47.69222,-117.453191,32801,Educational Service District 101,32081,Spokane School District,Finch Elementary,PK,6,3717 N Milton St, ,Spokane,Washington,99205-2399,Shane  O'Doherty,ShaneO@SpokaneSchools.org,509.354.2600," Public School, Regular School",P,Elementary School,Public
-119.053065275005679,46.143864949820767,885,3078,46.143871,-119.053079,11801,Educational Service District 123,03053,Finley School District,Finley Elementary,PK,5,213504 E COUGAR RD, ,KENNEWICK,Washington,99337-7203,Pam  Kinne,pkinne@finleysd.org,509.586.7577," Public School, Regular School",P,Elementary School,Public
-119.03461127613096,46.154908947071092,886,4031,46.154915,-119.034625,11801,Educational Service District 123,03053,Finley School District,Finley Middle School,6,8,37208 S FINLEY RD, ,KENNEWICK,Washington,99337-7574,Michael  Harrington,mharrington@finleysd.org,509.586.7561," Public School, Regular School",P,Middle School,Public
-122.232673386676552,47.719907168422239,887,3590,47.719913,-122.232688,17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,Finn Hill Middle School,6,8,8040 NE 132nd ST, ,Kirkland,Washington,98034-2522,Victor  Scarpelli,vscarpelli@lwsd.org,425.936.2340," Public School, Regular School",P,Middle School,Public
-122.550126898431969,45.6275443705971,888,3971,45.62755005,-122.550141121,06801,Educational Service District 112,06114,Evergreen School District (Clark),Fircrest Elementary School,PK,5,12001 NE Ninth Street, ,Vancouver,Washington,98684-4937,Scott  Eppinger,Scott.Eppinger@evergreenps.org,360.604.6925," Public School, Regular School",P,Elementary School,Public
