SchoolCode,SchoolName_x,total_cs_courses,yearly_enrolled_in_cs,school_teaches_cs,LEACode,LEAName,SchoolName_y,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City,SchoolName,STREET,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
2001,Special Programs,,,No Information Available,3400,Richland School District,Special Programs,PK,12,Mandy  Cathey,mandy.cathey@rsd.edu,509.967.6050," Public School, Special Education School",PK-12,Richland,Special Programs,615 Snow Ave.,WA,99352,Benton County,46.273951,-119.293928,"Kennewick-Richland, WA",N
3469,Twin Rivers Group Home,,,No Information Available,3400,Richland School District,Twin Rivers Group Home,9,12,Randy  Kimbler,kimblr@dshs.wa.gov ,(509) 734-7140, Institution,High School,Richland,Twin Rivers Group Home,605 MCMURRAY,WA,99352,Benton County,46.299943,-119.277792,"Kennewick-Richland, WA",N
3861,Holden Village Community School,,,No Information Available,4129,Lake Chelan School District,Holden Village Community School,K ,12,Kelly  Kronbauer,kronbauerk@chelanschools.org,509.682.4031," Public School, Regular School",K-12,Chelan,Holden Village Community School,HCOO Stop 2,WA,98816,Chelan County,48.199553,-120.775294,"Wenatchee, WA",N
1612,Skill Source,,,No Information Available,4246,Wenatchee School District,Skill Source,9,12,Kory  Kalahar,kalahar.k@wenatcheeschools.org,509.663.3369," Alternative School, Public School",High School,Wenatchee,Skill Source,233 CHELAN ST,WA,98801,Chelan County,47.426956,-120.316225,"Wenatchee, WA",N
1613,Westside High School,,,No Information Available,4246,Wenatchee School District,Westside High School,9,12,Kory  G Kalahar,kalahar.k@wenatcheeschools.org,509.663.7947," Alternative School, Public School",High School,Wenatchee,Westside High School,1510 NINTH,WA,98801,Chelan County,47.432127,-120.340995,"Wenatchee, WA",N
1897,Special Education,,,No Information Available,5121,Port Angeles School District,Special Education,PK,12,Pamela  Sanford,psanford@portangelesschools.org,360.565.3740," Public School, Special Education School",PK-12,Port Angeles,Special Education,216 E 4TH ST,WA,98362,Clallam County,48.115046,-123.433234,"Port Angeles, WA",N
3143,Clallam Co Juvenile Detention,,,No Information Available,18801,Olympic Educational Service District 114,Clallam Co Juvenile Detention,8,12,Awilda  Jesionowski,,(360) 565-2625, Detention Center,High School,Port Angeles,Clallam Co Juvenile Detention,1912 W 18TH ST,WA,98363,Clallam County,48.119281,-123.484857,"Port Angeles, WA",N
4003,Lincoln High School,,,No Information Available,5121,Port Angeles School District,Lincoln High School,9,12,Mace  Gratz,mgratz@portangelesschools.org,360.452.9502," Alternative School, Public School",High School,Port Angeles,Lincoln High School,924 W 9TH ST,WA,98363,Clallam County,48.118612,-123.45633,"Port Angeles, WA",N
3473,Crescent School,,,No Information Available,5313,Crescent School District,Crescent School,K ,12,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Public School, Regular School",K-12,Joyce,,,,,,,,,
3422,Clallam Bay High & Elementary,,,No Information Available,5401,Cape Flattery School District,Clallam Bay High & Elementary,K ,12,Kristian  Hanson,krishans@cfsd.wednet.edu,360.963.2142," Public School, Regular School",K-12,Clallam Bay,Clallam Bay High & Elementary,16-933 HWY 112,WA,98326,Clallam County,48.25212,-124.258689,"Port Angeles, WA",N
1738,Gate Program,,,No Information Available,6037,Vancouver School District,Gate Program,12,12,Jeremy  Berliss,jeremy.berliss@vansd.org,360.313.1800," Public School, Special Education School",High School,Vancouver,Gate Program,3100 E 18TH ST,WA,98661,Clark County,45.642825,-122.626509,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
3932,Lewis And Clark High School,,,No Information Available,6037,Vancouver School District,Lewis And Clark High School,9,12,Steven D Lindblom,steve.lindblom@vansd.org,360.313.4350," Public School, Regular School",High School,Vancouver,Lewis And Clark High School,2901 GENERAL ANDERSON AVE,WA,98661,Clark County,45.642686,-122.61762,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
4568,Hockinson High School,,,No Information Available,6098,Hockinson School District,Hockinson High School,9,12,Andrew  Schoonover,andrew.schoonover@hocksd.org,360.448.6450," Public School, Regular School",High School,Brush Prairie,Hockinson High School,16819 NE 159 ST,WA,98606,Clark County,45.736413,-122.499808,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
1646,49Th Street Academy,,,No Information Available,6114,Evergreen School District (Clark),49Th Street Academy,K ,12,Amber  Lindly,amber.lindly@evergreenps.org,360.604.6720," Public School, Special Education School",K-12,Vancouver,49Th Street Academy,14619B NE 49th Street,WA,98682,Clark County,45.656452,-122.522635,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
5284,Gateway,,,No Information Available,17406,Tukwila School District,Gateway,9,12,Kao  Saechao,ksaechao@highline.edu,206.878.3710," Alternative School, Contract School",High School,Des Moines,Gateway,Highline Community College,WA,98198,King County,47.389075,-122.301517,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5298,Oakridge Group Home,,,No Information Available,27400,Clover Park School District,Oakridge Group Home,9,12,Carolyn   Watkins,cwatkins@cloverpark.k12.wa.us,253.756.2522, Institution,High School,Lakewood,Oakridge Group Home,8701 Steilacoom Blvd,WA,98498,Pierce County,47.17979,-122.553882,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5301,The Community School,,,No Information Available,32081,Spokane School District,The Community School,9,12,Cindy   Mcmahon,cindymc@spokaneschools.org,509.354.6404," Public School, Regular School",High School,Spokane,The Community School,1025 W Spofford Ave,WA,99205,Spokane County,47.67173,-117.427461,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5302,Washington Youth Academy,,,No Information Available,34979,Washington Military Department,Washington Youth Academy,9,12,  ,,, Institution,High School,Bremerton,Washington Youth Academy,1207 Carver St,WA,98312,Kitsap County,47.55338,-122.681811,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
5306,Open Doors At Lwit,,,No Information Available,17937,Lake Washington Institute of Technology,Open Doors At Lwit,11,12,Kim  Infinger,kim.infinger@lwtech.edu,425.739.8274," Public School, Re-Engagement School",High School,Kirkland,Open Doors At Lwit,11605 132nd Ave NE,WA,98034,King County,47.705063,-122.166943,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5307,Fresh Start,,,No Information Available,27010,Tacoma School District,Fresh Start,9,12,Gregory  Eisnaugle,geisnau@tacoma.k12.wa.us,253.572.6661," Public School, Re-Engagement School",High School,Tacoma,Fresh Start,601 S 8th Street,WA,98405,Pierce County,47.256056,-122.445879,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5315,Youthsource,,,No Information Available,17406,Tukwila School District,Youthsource,9,12,Forrest   Griek,michael.davie@kingcounty.gov,206.901.7905," Public School, Re-Engagement School",High School,Tukwila,,,,,,,,,
5316,Open Doors  Re-Engagement Wenatchee,,,No Information Available,4246,Wenatchee School District,Open Doors  Re-Engagement Wenatchee,9,12,Kory  Kalahar,kalahar.k@wenatcheeschools.org,509.663.7947," Public School, Re-Engagement School",High School,Wenatchee,Open Doors  Re-Engagement Wenatchee,233 N Chelan Ave,WA,98801,Chelan County,47.42741,-120.316411,"Wenatchee, WA",N
5317,Lewis County Jail,,,No Information Available,21302,Chehalis School District,Lewis County Jail,9,12,Tim   Touhey,ttouhey@chehalisschools.org,360.740.3521, Institution,High School,Chehalis,Lewis County Jail,345 NW North Street,WA,98532,Lewis County,46.660341,-122.969196,"Centralia, WA","Seattle-Tacoma, WA"
5319,Chief Kitsap Academy,,,No Information Available,18902,Suquamish Tribal Education Department,Chief Kitsap Academy,K ,12,Fabian  Castilleja,fcastilleja@suquamish.nsn.us,360-394-8597," Public School, Regular School",K-12,Poulsbo,Chief Kitsap Academy,15838 Sandy Hook Rd,WA,98370,Kitsap County,47.706264,-122.579903,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
5323,Skill Source Learning Center,,,No Information Available,13161,Moses Lake School District,Skill Source Learning Center,9,13,Yolanda  Rios,yolanda@skillsource.org,509.766.6300," Public School, Re-Engagement School",High School,Moses Lake ,,,,,,,,,
5325,Grad Alliance Program,,,No Information Available,17405,Bellevue School District,Grad Alliance Program,10,12,Joseph  Kempisty,kempistyj@bsd405.org,425.456.4175," Public School, Re-Engagement School",High School,Bellevue,Grad Alliance Program,12111 NE 1ST STREET,WA,98005,King County,47.610691,-122.178689,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5328,Cvsd Open Doors Programs,,,No Information Available,32356,Central Valley School District,Cvsd Open Doors Programs,10,13,Kent  Martin,kentmartin@cvsd.org,509.558.5430," Public School, Re-Engagement School",High School,Spokane Valley,Cvsd Open Doors Programs,19307 E Cataldo Ave,WA,99016,Spokane County,47.667704,-117.144179,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5329,Open Doors Youth Reengagement Sultan,,,No Information Available,31311,Sultan School District,Open Doors Youth Reengagement Sultan,9,12,Sarita  Whitmire,sarita.whitmire@sultan.k12.wa.us,360.793.9810," Public School, Re-Engagement School",High School,Sultan,Open Doors Youth Reengagement Sultan,514 4th Street,WA,98296,Snohomish County,47.8663,-121.8151,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5330,Everett Reengagement Academy,,,No Information Available,31002,Everett School District,Everett Reengagement Academy,9,12,Jeanne  Willard,jwillard@everettsd.org,425.385.4078," Public School, Re-Engagement School",High School,Everett,Everett Reengagement Academy,3900 Broadway,WA,98201,Snohomish County,47.965115,-122.201836,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5332,New Beginnings,,,No Information Available,27404,Eatonville School District,New Beginnings,9,12,  ,,," Public School, Re-Engagement School",High School,Eatonville,New Beginnings,200 Lynch St. W,WA,98328,Pierce County,46.870731,-122.268455,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5334,Selah Academy Reengagement Program ,,,No Information Available,39119,Selah School District,Selah Academy Reengagement Program ,9,12,Joe  Coscarart,joecoscarart@selahschools.org,509.698.8453," Public School, Re-Engagement School",High School,Selah,,,,,,,,,
5335,Open Door Youth Reengagement Renton,,,No Information Available,17403,Renton School District,Open Door Youth Reengagement Renton,11,12,Vickie  Damon,vickie.damon@rentonschools.us,425.204.2462," Public School, Re-Engagement School",High School,Renton,Open Door Youth Reengagement Renton,2607 Jones Ave S,WA,98055,King County,47.456404,-122.197432,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5336,Lake Roosevelt Alternative School,,,No Information Available,13301,Grand Coulee Dam School District,Lake Roosevelt Alternative School,9,12,Mark  Herndon,mherndon@gcdsd.org,509.633.2143," Alternative School, Public School",High School,Coulee Dam,Lake Roosevelt Alternative School,500 Civic Way,WA,99116,Okanogan County,47.970163,-118.972836,N,N
5337,Se Area Technical Skills Center,,,No Information Available,36140,Walla Walla Public Schools,Se Area Technical Skills Center,11,12,Jerry  Maher,jmaher@wwps.org,509.526.2001," Public School, Vocational/technical school",High School,Walla Walla,Se Area Technical Skills Center,525 CAMPUS LOOP DR,WA,99362,Walla Walla County,46.0806,-118.279531,"Walla Walla, WA",N
5338,White River Reengagement Program,,,No Information Available,27416,White River School District,White River Reengagement Program,9,12,Michael  Hagadone,mhagadone@whiteriver.wednet.edu,360.829.3817," Public School, Re-Engagement School",High School,Buckley,White River Reengagement Program,26928 120th St E,WA,98321,Pierce County,47.1465,-122.073591,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5340,Bellingham Re-Engagement Program,,,No Information Available,37501,Bellingham School District,Bellingham Re-Engagement Program,9,12,  ,,," Public School, Re-Engagement School",High School,Bellingham,Bellingham Re-Engagement Program,1306 Dupont St,WA,98225,Whatcom County,48.75927,-122.487031,"Bellingham, WA",N
5342,Open Doors Vancouver,,,No Information Available,6037,Vancouver School District,Open Doors Vancouver,9,12,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Public School, Re-Engagement School",High School,Vancouver,Open Doors Vancouver,301 S Lieser RD,WA,98664,Clark County,45.6195,-122.583821,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
5344,Open Doors Youth Re-Engagement Spokane,,,No Information Available,32081,Spokane School District,Open Doors Youth Re-Engagement Spokane,9,12,Larry  Gardner,lgardner@esd101.net,509-477-2451," Public School, Re-Engagement School",High School,Spokane,Open Doors Youth Re-Engagement Spokane,200 N. Bernard,WA,99201,Spokane County,47.659412,-117.415664,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
5348,Open Doors Youth Reengagement (1418),,,No Information Available,17210,Federal Way School District,Open Doors Youth Reengagement (1418),9,12,Caitlin  Boline,cboline@fwps.org,253.945.4590," Public School, Re-Engagement School",High School,Federal Way,Open Doors Youth Reengagement (1418),31455 28th Ave S,WA,98003,King County,47.31929,-122.298831,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5349,Granite Falls Open Doors,,,No Information Available,31332,Granite Falls School District,Granite Falls Open Doors,9,12,Bridgette  Mcvay,bmcvay@gfalls.wednet.edu,360.691.4407," Public School, Re-Engagement School",High School,Granite Falls,Granite Falls Open Doors,205 N Alder Ave,WA,98252,Snohomish County,48.08459,-121.963361,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5352,Shs Graduation Alliance,,,No Information Available,39201,Sunnyside School District,Shs Graduation Alliance,9,12,David  Martinez,david.martinez@sunnysideschools.org,509.837.2601," Contract School, Public School, Re-Engagement School",High School,Sunnyside,Shs Graduation Alliance,1801 E Edison Ave,WA,98944,Yakima County,46.32019,-119.996561,"Yakima, WA",N
5355,Yakima Open Doors,,,No Information Available,39007,Yakima School District,Yakima Open Doors,9,12,Lois  Menard,menard.lois@yakimaschools.org,509.573.5581," Public School, Re-Engagement School",High School,Yakima,Yakima Open Doors,1120 S 18th St,WA,98901,Yakima County,46.58969,-120.479031,"Yakima, WA",N
5356,Re-Engagement ,,,No Information Available,32363,West Valley School District (Spokane),Re-Engagement ,9,12,Jean C Marczynski,jean.marczynski@wvsd.org,509.924.2150," Public School, Re-Engagement School",High School,Spokane,,,,,,,,,
5358,Edmonds Career Access Program,,,No Information Available,31015,Edmonds School District,Edmonds Career Access Program,9,12,Mark  Madison,madisonm@edmonds.wednet.edu,425-431-7124," Public School, Re-Engagement School",High School,Lynnwood,Edmonds Career Access Program,20000 68th Ave W,WA,98036,Snohomish County,47.81683,-122.327691,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
5360,Open Doors Battle Ground,,,No Information Available,6119,Battle Ground School District,Open Doors Battle Ground,9,12,Beth  Beattie,beattie.beth@battlegroundps.org,360.885.5407," Public School, Re-Engagement School",High School,Battle Ground,,,,,,,,,
5362,College Place High School,,,No Information Available,36250,College Place School District,College Place High School,9,12,Robert A Aguilar,raguilar@cpps.org,509.522.3312," Public School, Regular School",High School,College Place,College Place High School,1755 S. College Avenue,WA,99362,Walla Walla County,46.031023,-118.387252,"Walla Walla, WA",N
5366,Bellingham Family Partnership Program,,,No Information Available,37501,Bellingham School District,Bellingham Family Partnership Program,K ,12,Katherine  Baehr,kate.baehr@bellinghamschools.org,360.676.6424," Alternative School, Public School",K-12,Bellingham,Bellingham Family Partnership Program,1409 18th St,WA,98225,Whatcom County,48.71896,-122.494111,"Bellingham, WA",N
5367,Desert Oasis High School,,,No Information Available,1147,Othello School District,Desert Oasis High School,9,12,Russell  Kovalenko,rkovalenko@othello.wednet.edu,509-488-4534," Alternative School, Public School",High School,Othello,Desert Oasis High School,825 E. Ash St.,WA,99344,Adams County,46.819344,-119.162966,"Othello, WA","Moses Lake-Othello, WA"
